export_id,date_key,corridor_key,fruit_key,grower_key,season,subzone,variety,pack_week,season_phase,trays_submitted,trays_exported,trays_lost,loss_pct,dm_pct_avg,tzg_score,mts_pass,submit_payment_nzd,taste_payment_nzd,total_return_nzd,freight_cost_nzd,margin_erosion_pct,otif_pct,risk_score,congestion_index,rainfall_mm_7d,reg_index,vol_index
4104,20230529,5,6636,415,2022/23,Opotiki,SunGold,22,MainPack,276,256,20,7.303,14.35,0.0,False,993.6,0.0,0.0,95.24,100.0,77.02,51,91.8,18.0,15.0,95
4105,20230327,5,6643,416,2022/23,Opotiki,SunGold,13,KiwiStart,1542,1503,39,2.587,16.82,0.159,True,5551.2,227.03,5778.23,559.18,9.71,88.63,22,91.8,28.0,15.0,95
4106,20230403,5,6644,416,2022/23,Opotiki,SunGold,14,MainPack,1492,1450,42,2.82,15.66,0.0,False,5371.2,0.0,0.0,539.47,100.0,76.46,35,91.8,32.0,15.0,95
4107,20230410,5,6645,416,2022/23,Opotiki,SunGold,15,MainPack,1248,1218,30,2.459,16.63,0.117,True,4492.8,135.38,4628.18,453.15,10.64,88.46,23,91.8,32.0,15.0,95
4108,20230417,5,6646,416,2022/23,Opotiki,SunGold,16,MainPack,1078,1045,33,3.096,17.72,0.357,True,3880.8,354.41,4235.21,388.79,5.33,88.46,20,91.8,32.0,15.0,95
4109,20230424,5,6647,416,2022/23,Opotiki,SunGold,17,MainPack,1465,1420,45,3.098,18.64,0.56,True,5274.0,755.44,6029.44,528.3,0.83,88.87,19,91.8,22.0,15.0,95
4110,20230501,5,6648,416,2022/23,Opotiki,SunGold,18,MainPack,1859,1801,58,3.121,16.48,0.084,True,6692.4,143.72,6836.12,670.05,11.39,88.87,23,91.8,22.0,15.0,95
4111,20230508,5,6649,416,2022/23,Opotiki,SunGold,19,MainPack,1757,1686,71,4.048,15.97,0.0,False,6325.2,0.0,0.0,627.27,100.0,76.87,28,91.8,22.0,15.0,95
4112,20230515,5,6650,416,2022/23,Opotiki,SunGold,20,MainPack,1106,1072,34,3.142,16.45,0.077,True,3981.6,78.42,4060.02,398.83,11.54,89.02,22,91.8,18.0,15.0,95
4113,20230522,5,6651,416,2022/23,Opotiki,SunGold,21,MainPack,1711,1640,71,4.179,17.52,0.313,True,6159.6,487.65,6647.25,610.15,6.39,89.02,19,91.8,18.0,15.0,95
4114,20230529,5,6652,416,2022/23,Opotiki,SunGold,22,MainPack,1853,1775,78,4.224,16.18,0.018,True,6670.8,30.35,6701.15,660.38,12.86,89.02,25,91.8,18.0,15.0,95
4115,20230403,5,6660,417,2022/23,Opotiki,OrganicSunGold,14,MainPack,2052,1983,69,3.387,17.36,0.278,True,8721.0,523.71,9244.71,737.77,0.0,88.46,21,91.8,32.0,15.0,95
4116,20230410,5,6661,417,2022/23,Opotiki,OrganicSunGold,15,MainPack,1939,1874,65,3.358,17.09,0.218,True,8240.75,388.11,8628.86,697.21,0.0,88.46,21,91.8,32.0,15.0,95
4117,20230417,5,6662,417,2022/23,Opotiki,OrganicSunGold,16,MainPack,2029,1972,57,2.846,17.25,0.254,True,8623.25,475.84,9099.09,733.67,0.0,88.46,21,91.8,32.0,15.0,95
4118,20230424,5,6663,417,2022/23,Opotiki,OrganicSunGold,17,MainPack,1460,1413,47,3.235,16.29,0.042,True,6205.0,56.38,6261.38,525.7,0.0,88.87,24,91.8,22.0,15.0,95
4119,20230501,5,6664,417,2022/23,Opotiki,OrganicSunGold,18,MainPack,1876,1816,60,3.232,15.74,0.0,False,7973.0,0.0,0.0,675.63,100.0,76.87,32,91.8,22.0,15.0,95
4120,20230508,5,6665,417,2022/23,Opotiki,OrganicSunGold,19,MainPack,2198,2132,66,3.044,15.41,0.0,False,9341.5,0.0,0.0,793.2,100.0,76.87,38,91.8,22.0,15.0,95
4121,20230515,5,6666,417,2022/23,Opotiki,OrganicSunGold,20,MainPack,2044,1969,75,3.679,15.93,0.0,False,8687.0,0.0,0.0,732.56,100.0,77.02,28,91.8,18.0,15.0,95
4122,20230522,5,6667,417,2022/23,Opotiki,OrganicSunGold,21,MainPack,2281,2198,83,3.657,15.4,0.0,False,9694.25,0.0,0.0,817.75,100.0,77.02,38,91.8,18.0,15.0,95
4123,20230327,5,6675,418,2022/23,Opotiki,SunGold,13,KiwiStart,344,328,16,4.769,15.14,0.0,False,1238.4,0.0,0.0,122.03,100.0,76.63,44,91.8,28.0,15.0,95
4124,20230403,5,6676,418,2022/23,Opotiki,SunGold,14,MainPack,321,310,11,3.641,16.58,0.106,True,1155.6,31.22,1186.82,115.33,10.91,88.46,23,91.8,32.0,15.0,95
4125,20230410,5,6677,418,2022/23,Opotiki,SunGold,15,MainPack,478,459,19,4.176,16.94,0.185,True,1720.8,80.67,1801.47,170.77,9.19,88.46,22,91.8,32.0,15.0,95
4126,20230417,5,6678,418,2022/23,Opotiki,SunGold,16,MainPack,326,313,13,4.023,17.01,0.201,True,1173.6,59.77,1233.37,116.45,8.84,88.46,21,91.8,32.0,15.0,95
4127,20230424,5,6679,418,2022/23,Opotiki,SunGold,17,MainPack,388,373,15,4.099,16.54,0.097,True,1396.8,34.37,1431.17,138.77,11.12,88.87,22,91.8,22.0,15.0,95
4128,20230501,5,6680,418,2022/23,Opotiki,SunGold,18,MainPack,462,446,16,3.5,16.98,0.194,True,1663.2,82.2,1745.4,165.93,8.97,88.87,20,91.8,22.0,15.0,95
4129,20230508,5,6681,418,2022/23,Opotiki,SunGold,19,MainPack,485,467,18,3.823,16.5,0.088,True,1746.0,39.04,1785.04,173.75,11.31,88.87,23,91.8,22.0,15.0,95
4130,20230515,5,6682,418,2022/23,Opotiki,SunGold,20,MainPack,427,417,10,2.478,16.47,0.082,True,1537.2,32.48,1569.68,155.14,11.42,89.02,22,91.8,18.0,15.0,95
4131,20230522,5,6683,418,2022/23,Opotiki,SunGold,21,MainPack,567,552,15,2.729,15.89,0.0,False,2041.2,0.0,0.0,205.37,100.0,77.02,29,91.8,18.0,15.0,95
4132,20230529,5,6684,418,2022/23,Opotiki,SunGold,22,MainPack,534,516,18,3.542,15.73,0.0,False,1922.4,0.0,0.0,191.98,100.0,77.02,32,91.8,18.0,15.0,95
4133,20230327,5,6691,419,2022/23,Opotiki,SunGold,13,KiwiStart,1951,1886,65,3.338,16.14,0.009,True,7023.6,16.13,7039.73,701.68,13.05,88.63,27,91.8,28.0,15.0,95
4134,20230403,5,6692,419,2022/23,Opotiki,SunGold,14,MainPack,1864,1802,62,3.334,16.14,0.009,True,6710.4,15.41,6725.81,670.43,13.05,88.46,27,91.8,32.0,15.0,95
4135,20230410,5,6693,419,2022/23,Opotiki,SunGold,15,MainPack,1446,1405,41,2.893,16.99,0.196,True,5205.6,261.61,5467.21,522.72,8.89,88.46,21,91.8,32.0,15.0,95
4136,20230417,5,6694,419,2022/23,Opotiki,SunGold,16,MainPack,2429,2357,72,2.996,16.87,0.17,True,8744.4,380.66,9125.06,876.91,9.48,88.46,22,91.8,32.0,15.0,95
4137,20230424,5,6695,419,2022/23,Opotiki,SunGold,17,MainPack,1942,1861,81,4.181,16.25,0.033,True,6991.2,58.34,7049.54,692.38,12.53,88.87,25,91.8,22.0,15.0,95
4138,20230501,5,6696,419,2022/23,Opotiki,SunGold,18,MainPack,2057,1988,69,3.37,16.15,0.011,True,7405.2,20.77,7425.97,739.63,13.01,88.87,26,91.8,22.0,15.0,95
4139,20230508,5,6697,419,2022/23,Opotiki,SunGold,19,MainPack,2198,2129,69,3.18,16.54,0.097,True,7912.8,196.19,8108.99,792.08,11.1,88.87,22,91.8,22.0,15.0,95
4140,20230515,5,6698,419,2022/23,Opotiki,SunGold,20,MainPack,2467,2368,99,4.044,15.12,0.0,False,8881.2,0.0,0.0,881.0,100.0,77.02,43,91.8,18.0,15.0,95
4141,20230522,5,6699,419,2022/23,Opotiki,SunGold,21,MainPack,2463,2369,94,3.819,16.43,0.073,True,8866.8,164.29,9031.09,881.37,11.65,89.02,23,91.8,18.0,15.0,95
4142,20230529,5,6700,419,2022/23,Opotiki,SunGold,22,MainPack,1713,1662,51,3.016,17.32,0.269,True,6166.8,424.72,6591.52,618.34,7.28,89.02,19,91.8,18.0,15.0,95
4143,20230313,5,6705,420,2022/23,Opotiki,Green,11,KiwiStart,975,929,46,4.759,15.38,0.0,False,2681.25,0.0,0.0,345.63,100.0,76.63,39,91.8,28.0,15.0,95
4144,20230320,5,6706,420,2022/23,Opotiki,Green,12,KiwiStart,933,897,36,3.859,15.22,0.0,False,2565.75,0.0,0.0,333.72,100.0,76.63,42,91.8,28.0,15.0,95
4145,20230327,5,6707,420,2022/23,Opotiki,Green,13,KiwiStart,1090,1050,40,3.727,18.22,0.604,True,2997.5,602.49,3599.99,390.65,20.42,88.63,20,91.8,28.0,15.0,95
4146,20230403,5,6708,420,2022/23,Opotiki,Green,14,MainPack,1369,1329,40,2.927,16.83,0.296,True,3764.75,373.71,4138.46,494.45,27.16,88.46,22,91.8,32.0,15.0,95
4147,20230410,5,6709,420,2022/23,Opotiki,Green,15,MainPack,1425,1376,49,3.442,16.31,0.18,True,3918.75,235.3,4154.05,511.93,29.76,88.46,25,91.8,32.0,15.0,95
4148,20230417,5,6710,420,2022/23,Opotiki,Green,16,MainPack,1137,1091,46,4.093,15.2,0.0,False,3126.75,0.0,0.0,405.9,100.0,76.46,43,91.8,32.0,15.0,95
4149,20230424,5,6711,420,2022/23,Opotiki,Green,17,MainPack,1238,1188,50,4.088,15.39,0.0,False,3404.5,0.0,0.0,441.99,100.0,76.87,39,91.8,22.0,15.0,95
4150,20230501,5,6712,420,2022/23,Opotiki,Green,18,MainPack,1357,1316,41,3.062,16.1,0.133,True,3731.75,166.28,3898.03,489.61,30.78,88.87,26,91.8,22.0,15.0,95
4151,20230508,5,6713,420,2022/23,Opotiki,Green,19,MainPack,1406,1369,37,2.652,16.66,0.258,True,3866.5,335.54,4202.04,509.33,27.98,88.87,22,91.8,22.0,15.0,95
4152,20230515,5,6714,420,2022/23,Opotiki,Green,20,MainPack,922,883,39,4.319,16.6,0.244,True,2535.5,204.68,2740.18,328.52,28.39,89.02,21,91.8,18.0,15.0,95
4153,20230327,5,6723,421,2022/23,Opotiki,SunGold,13,KiwiStart,906,871,35,3.967,16.03,0.0,False,3261.6,0.0,0.0,324.05,100.0,76.63,28,91.8,28.0,15.0,95
4154,20230403,5,6724,421,2022/23,Opotiki,SunGold,14,MainPack,1068,1026,42,4.009,16.75,0.143,True,3844.8,139.38,3984.18,381.72,10.11,88.46,22,91.8,32.0,15.0,95
4155,20230410,5,6725,421,2022/23,Opotiki,SunGold,15,MainPack,785,759,26,3.391,17.71,0.355,True,2826.0,255.97,3081.97,282.38,5.4,88.46,20,91.8,32.0,15.0,95
4156,20230417,5,6726,421,2022/23,Opotiki,SunGold,16,MainPack,782,752,30,3.917,16.62,0.115,True,2815.2,82.16,2897.36,279.78,10.72,88.46,23,91.8,32.0,15.0,95
4157,20230424,5,6727,421,2022/23,Opotiki,SunGold,17,MainPack,1270,1232,38,3.014,16.76,0.146,True,4572.0,170.88,4742.88,458.36,10.01,88.87,21,91.8,22.0,15.0,95
4158,20230501,5,6728,421,2022/23,Opotiki,SunGold,18,MainPack,1290,1249,41,3.183,15.99,0.0,False,4644.0,0.0,0.0,464.68,100.0,76.87,28,91.8,22.0,15.0,95
4159,20230508,5,6729,421,2022/23,Opotiki,SunGold,19,MainPack,763,743,20,2.647,16.87,0.17,True,2746.8,119.99,2866.79,276.43,9.46,88.87,21,91.8,22.0,15.0,95
4160,20230515,5,6730,421,2022/23,Opotiki,SunGold,20,MainPack,870,834,36,4.251,16.94,0.185,True,3132.0,146.58,3278.58,310.29,9.19,89.02,20,91.8,18.0,15.0,95
4161,20230522,5,6731,421,2022/23,Opotiki,SunGold,21,MainPack,1113,1076,37,3.352,15.81,0.0,False,4006.8,0.0,0.0,400.32,100.0,77.02,30,91.8,18.0,15.0,95
4162,20230529,5,6732,421,2022/23,Opotiki,SunGold,22,MainPack,990,964,26,2.724,17.12,0.225,True,3564.0,206.06,3770.06,358.65,8.24,89.02,20,91.8,18.0,15.0,95
4163,20230313,5,6737,422,2022/23,Opotiki,OrganicGreen,11,KiwiStart,1079,1033,46,4.263,15.1,0.0,False,3560.7,0.0,0.0,384.32,100.0,76.63,44,91.8,28.0,15.0,95
4164,20230320,5,6738,422,2022/23,Opotiki,OrganicGreen,12,KiwiStart,966,939,27,2.804,17.79,0.509,True,3187.8,454.05,3641.85,349.35,9.16,88.63,20,91.8,28.0,15.0,95
4165,20230327,5,6739,422,2022/23,Opotiki,OrganicGreen,13,KiwiStart,1378,1337,41,2.989,17.76,0.502,True,4547.4,637.62,5185.02,497.42,9.33,88.63,20,91.8,28.0,15.0,95
4166,20230403,5,6740,422,2022/23,Opotiki,OrganicGreen,14,MainPack,1270,1231,39,3.113,16.95,0.322,True,4191.0,376.56,4567.56,457.99,13.34,88.46,22,91.8,32.0,15.0,95
4167,20230410,5,6741,422,2022/23,Opotiki,OrganicGreen,15,MainPack,1206,1167,39,3.289,16.31,0.18,True,3979.8,199.56,4179.36,434.18,16.49,88.46,25,91.8,32.0,15.0,95
4168,20230417,5,6742,422,2022/23,Opotiki,OrganicGreen,16,MainPack,1105,1068,37,3.376,15.71,0.047,True,3646.5,47.69,3694.19,397.34,19.44,88.46,34,91.8,32.0,15.0,95
4169,20230424,5,6743,422,2022/23,Opotiki,OrganicGreen,17,MainPack,876,845,31,3.613,17.43,0.429,True,2890.8,344.38,3235.18,314.38,11.01,88.87,20,91.8,22.0,15.0,95
4170,20230501,5,6744,422,2022/23,Opotiki,OrganicGreen,18,MainPack,1367,1321,46,3.414,16.54,0.231,True,4511.1,289.89,4800.99,491.47,15.37,88.87,22,91.8,22.0,15.0,95
4171,20230508,5,6745,422,2022/23,Opotiki,OrganicGreen,19,MainPack,1236,1199,37,3.035,16.34,0.187,True,4078.8,213.0,4291.8,446.08,16.33,88.87,24,91.8,22.0,15.0,95
4172,20230327,5,6755,423,2022/23,Opotiki,SunGold,13,KiwiStart,1704,1637,67,3.968,15.41,0.0,False,6134.4,0.0,0.0,609.04,100.0,76.63,39,91.8,28.0,15.0,95
4173,20230403,5,6756,423,2022/23,Opotiki,SunGold,14,MainPack,1679,1632,47,2.809,16.42,0.071,True,6044.4,110.08,6154.48,607.18,11.67,88.46,24,91.8,32.0,15.0,95
4174,20230410,5,6757,423,2022/23,Opotiki,SunGold,15,MainPack,2651,2591,60,2.286,16.29,0.042,True,9543.6,103.38,9646.98,963.97,12.31,88.46,25,91.8,32.0,15.0,95
4175,20230417,5,6758,423,2022/23,Opotiki,SunGold,16,MainPack,2172,2097,75,3.466,15.74,0.0,False,7819.2,0.0,0.0,780.18,100.0,76.46,33,91.8,32.0,15.0,95
4176,20230424,5,6759,423,2022/23,Opotiki,SunGold,17,MainPack,1829,1760,69,3.79,16.76,0.146,True,6584.4,244.11,6828.51,654.8,10.04,88.87,21,91.8,22.0,15.0,95
4177,20230501,5,6760,423,2022/23,Opotiki,SunGold,18,MainPack,1689,1615,74,4.412,17.43,0.293,True,6080.4,449.54,6529.94,600.85,6.84,88.87,20,91.8,22.0,15.0,95
4178,20230508,5,6761,423,2022/23,Opotiki,SunGold,19,MainPack,2604,2509,95,3.668,17.42,0.291,True,9374.4,693.61,10068.01,933.46,6.83,88.87,20,91.8,22.0,15.0,95
4179,20230515,5,6762,423,2022/23,Opotiki,SunGold,20,MainPack,1924,1858,66,3.441,16.29,0.042,True,6926.4,74.13,7000.53,691.26,12.32,89.02,24,91.8,18.0,15.0,95
4180,20230522,5,6763,423,2022/23,Opotiki,SunGold,21,MainPack,2667,2569,98,3.686,15.67,0.0,False,9601.2,0.0,0.0,955.78,100.0,77.02,33,91.8,18.0,15.0,95
4181,20230529,5,6764,423,2022/23,Opotiki,SunGold,22,MainPack,1793,1727,66,3.714,16.29,0.042,True,6454.8,68.91,6523.71,642.52,12.33,89.02,24,91.8,18.0,15.0,95
4182,20230313,5,6769,424,2022/23,Opotiki,Green,11,KiwiStart,1685,1643,42,2.51,16.31,0.18,True,4633.75,280.95,4914.7,611.27,29.72,88.63,25,91.8,28.0,15.0,95
4183,20230320,5,6770,424,2022/23,Opotiki,Green,12,KiwiStart,2097,2029,68,3.262,16.44,0.209,True,5766.75,402.86,6169.61,754.88,29.11,88.63,24,91.8,28.0,15.0,95
4184,20230327,5,6771,424,2022/23,Opotiki,Green,13,KiwiStart,2187,2124,63,2.926,16.82,0.293,True,6014.25,591.22,6605.47,790.22,27.22,88.63,22,91.8,28.0,15.0,95
4185,20230403,5,6772,424,2022/23,Opotiki,Green,14,MainPack,2080,2014,66,3.216,17.49,0.442,True,5720.0,845.68,6565.68,749.3,23.94,88.46,21,91.8,32.0,15.0,95
4186,20230410,5,6773,424,2022/23,Opotiki,Green,15,MainPack,2539,2452,87,3.438,16.55,0.233,True,6982.25,542.75,7525.0,912.25,28.58,88.46,23,91.8,32.0,15.0,95
4187,20230417,5,6774,424,2022/23,Opotiki,Green,16,MainPack,2429,2359,70,2.894,17.23,0.384,True,6679.75,860.56,7540.31,877.65,25.2,88.46,21,91.8,32.0,15.0,95
4188,20230424,5,6775,424,2022/23,Opotiki,Green,17,MainPack,2275,2214,61,2.698,17.08,0.351,True,6256.25,738.26,6994.51,823.71,25.92,88.87,20,91.8,22.0,15.0,95
4189,20230501,5,6776,424,2022/23,Opotiki,Green,18,MainPack,2039,1974,65,3.206,16.6,0.244,True,5607.25,457.57,6064.82,734.42,28.33,88.87,22,91.8,22.0,15.0,95
4190,20230508,5,6777,424,2022/23,Opotiki,Green,19,MainPack,1860,1797,63,3.431,17.96,0.547,True,5115.0,933.81,6048.81,668.56,21.64,88.87,19,91.8,22.0,15.0,95
4191,20230515,5,6778,424,2022/23,Opotiki,Green,20,MainPack,2279,2196,83,3.663,17.05,0.344,True,6267.25,717.65,6984.9,817.01,26.15,89.02,20,91.8,18.0,15.0,95
4192,20230327,5,6787,425,2022/23,Opotiki,SunGold,13,KiwiStart,1143,1100,43,3.781,15.48,0.0,False,4114.8,0.0,0.0,409.25,100.0,76.63,38,91.8,28.0,15.0,95
4193,20230403,5,6788,425,2022/23,Opotiki,SunGold,14,MainPack,1534,1477,57,3.75,15.92,0.0,False,5522.4,0.0,0.0,549.51,100.0,76.46,30,91.8,32.0,15.0,95
4194,20230410,5,6789,425,2022/23,Opotiki,SunGold,15,MainPack,1466,1406,60,4.094,15.73,0.0,False,5277.6,0.0,0.0,523.1,100.0,76.46,33,91.8,32.0,15.0,95
4195,20230417,5,6790,425,2022/23,Opotiki,SunGold,16,MainPack,1424,1370,54,3.852,15.49,0.0,False,5126.4,0.0,0.0,509.7,100.0,76.46,38,91.8,32.0,15.0,95
4196,20230424,5,6791,425,2022/23,Opotiki,SunGold,17,MainPack,1612,1550,62,3.894,15.75,0.0,False,5803.2,0.0,0.0,576.67,100.0,76.87,32,91.8,22.0,15.0,95
4197,20230501,5,6792,425,2022/23,Opotiki,SunGold,18,MainPack,1603,1543,60,3.8,15.29,0.0,False,5770.8,0.0,0.0,574.07,100.0,76.87,41,91.8,22.0,15.0,95
4198,20230508,5,6793,425,2022/23,Opotiki,SunGold,19,MainPack,1476,1427,49,3.365,15.91,0.0,False,5313.6,0.0,0.0,530.91,100.0,76.87,29,91.8,22.0,15.0,95
4199,20230515,5,6794,425,2022/23,Opotiki,SunGold,20,MainPack,1496,1457,39,2.625,16.25,0.033,True,5385.6,45.68,5431.28,542.07,12.52,89.02,24,91.8,18.0,15.0,95
4200,20230522,5,6795,425,2022/23,Opotiki,SunGold,21,MainPack,1678,1616,62,3.701,15.78,0.0,False,6040.8,0.0,0.0,601.22,100.0,77.02,31,91.8,18.0,15.0,95
4201,20230529,5,6796,425,2022/23,Opotiki,SunGold,22,MainPack,1068,1036,32,3.038,15.77,0.0,False,3844.8,0.0,0.0,385.44,100.0,77.02,31,91.8,18.0,15.0,95
4202,20230327,5,6803,426,2022/23,Opotiki,SunGold,13,KiwiStart,653,633,20,3.138,16.34,0.053,True,2350.8,31.87,2382.67,235.5,12.08,88.63,24,91.8,28.0,15.0,95
4203,20230403,5,6804,426,2022/23,Opotiki,SunGold,14,MainPack,676,649,27,4.113,17.03,0.205,True,2433.6,126.39,2559.99,241.46,8.75,88.46,21,91.8,32.0,15.0,95
4204,20230410,5,6805,426,2022/23,Opotiki,SunGold,15,MainPack,778,749,29,3.798,16.07,0.0,False,2800.8,0.0,0.0,278.66,100.0,76.46,28,91.8,32.0,15.0,95
4205,20230417,5,6806,426,2022/23,Opotiki,SunGold,16,MainPack,544,521,23,4.303,17.61,0.333,True,1958.4,164.82,2123.22,193.84,5.95,88.46,20,91.8,32.0,15.0,95
4206,20230424,5,6807,426,2022/23,Opotiki,SunGold,17,MainPack,669,646,23,3.492,15.53,0.0,False,2408.4,0.0,0.0,240.34,100.0,76.87,36,91.8,22.0,15.0,95
4207,20230501,5,6808,426,2022/23,Opotiki,SunGold,18,MainPack,746,728,18,2.483,15.66,0.0,False,2685.6,0.0,0.0,270.85,100.0,76.87,33,91.8,22.0,15.0,95
4208,20230508,5,6809,426,2022/23,Opotiki,SunGold,19,MainPack,624,596,28,4.505,15.32,0.0,False,2246.4,0.0,0.0,221.74,100.0,76.87,40,91.8,22.0,15.0,95
4209,20230515,5,6810,426,2022/23,Opotiki,SunGold,20,MainPack,781,764,17,2.267,16.31,0.046,True,2811.6,33.39,2844.99,284.24,12.22,89.02,24,91.8,18.0,15.0,95
4210,20230522,5,6811,426,2022/23,Opotiki,SunGold,21,MainPack,588,568,20,3.458,15.86,0.0,False,2116.8,0.0,0.0,211.32,100.0,77.02,30,91.8,18.0,15.0,95
4211,20230529,5,6812,426,2022/23,Opotiki,SunGold,22,MainPack,575,558,17,3.106,16.32,0.049,True,2070.0,25.97,2095.97,207.6,12.16,89.02,24,91.8,18.0,15.0,95
4212,20230313,5,6817,427,2022/23,Opotiki,Green,11,KiwiStart,1010,976,34,3.373,17.18,0.373,True,2777.5,345.85,3123.35,363.12,25.48,88.63,21,91.8,28.0,15.0,95
4213,20230320,5,6818,427,2022/23,Opotiki,Green,12,KiwiStart,1289,1245,44,3.472,17.33,0.407,True,3544.75,481.38,4026.13,463.2,24.74,88.63,20,91.8,28.0,15.0,95
4214,20230327,5,6819,427,2022/23,Opotiki,Green,13,KiwiStart,1397,1336,61,4.436,17.88,0.529,True,3841.75,671.41,4513.16,497.05,22.15,88.63,20,91.8,28.0,15.0,95
4215,20230403,5,6820,427,2022/23,Opotiki,Green,14,MainPack,1552,1506,46,2.977,16.89,0.309,True,4268.0,442.09,4710.09,560.3,26.87,88.46,22,91.8,32.0,15.0,95
4216,20230410,5,6821,427,2022/23,Opotiki,Green,15,MainPack,1309,1275,34,2.632,17.15,0.367,True,3599.75,444.53,4044.28,474.36,25.55,88.46,21,91.8,32.0,15.0,95
4217,20230417,5,6822,427,2022/23,Opotiki,Green,16,MainPack,1527,1465,62,4.086,16.9,0.311,True,4199.25,432.83,4632.08,545.05,26.9,88.46,22,91.8,32.0,15.0,95
4218,20230424,5,6823,427,2022/23,Opotiki,Green,17,MainPack,1508,1470,38,2.571,17.78,0.507,True,4147.0,708.03,4855.03,546.91,22.42,88.87,19,91.8,22.0,15.0,95
4219,20230501,5,6824,427,2022/23,Opotiki,Green,18,MainPack,1264,1221,43,3.405,17.51,0.447,True,3476.0,518.5,3994.5,454.27,23.85,88.87,19,91.8,22.0,15.0,95
4220,20230508,5,6825,427,2022/23,Opotiki,Green,19,MainPack,1587,1529,58,3.697,17.07,0.349,True,4364.25,506.94,4871.19,568.86,26.04,88.87,20,91.8,22.0,15.0,95
4221,20230515,5,6826,427,2022/23,Opotiki,Green,20,MainPack,1118,1084,34,3.122,16.19,0.153,True,3074.5,157.56,3232.06,403.3,30.34,89.02,25,91.8,18.0,15.0,95
4222,20230327,5,6835,428,2022/23,Opotiki,SunGold,13,KiwiStart,986,949,37,3.847,17.01,0.201,True,3549.6,181.21,3730.81,353.07,8.82,88.63,21,91.8,28.0,15.0,95
4223,20230403,5,6836,428,2022/23,Opotiki,SunGold,14,MainPack,1111,1081,30,2.766,17.99,0.417,True,3999.6,428.24,4427.84,402.18,3.96,88.46,20,91.8,32.0,15.0,95
4224,20230410,5,6837,428,2022/23,Opotiki,SunGold,15,MainPack,1378,1328,50,3.638,16.82,0.159,True,4960.8,200.59,5161.39,494.08,9.75,88.46,22,91.8,32.0,15.0,95
4225,20230417,5,6838,428,2022/23,Opotiki,SunGold,16,MainPack,842,815,27,3.246,17.84,0.384,True,3031.2,297.31,3328.51,303.22,4.74,88.46,20,91.8,32.0,15.0,95
4226,20230424,5,6839,428,2022/23,Opotiki,SunGold,17,MainPack,907,880,27,3.027,17.0,0.198,True,3265.2,165.53,3430.73,327.4,8.86,88.87,20,91.8,22.0,15.0,95
4227,20230501,5,6840,428,2022/23,Opotiki,SunGold,18,MainPack,993,958,35,3.543,16.74,0.141,True,3574.8,128.32,3703.12,356.42,10.14,88.87,21,91.8,22.0,15.0,95
4228,20230508,5,6841,428,2022/23,Opotiki,SunGold,19,MainPack,1266,1225,41,3.261,16.98,0.194,True,4557.6,225.77,4783.37,455.76,8.96,88.87,20,91.8,22.0,15.0,95
4229,20230515,5,6842,428,2022/23,Opotiki,SunGold,20,MainPack,889,859,30,3.426,15.89,0.0,False,3200.4,0.0,0.0,319.59,100.0,77.02,29,91.8,18.0,15.0,95
4230,20230522,5,6843,428,2022/23,Opotiki,SunGold,21,MainPack,1376,1333,43,3.136,16.01,0.0,False,4953.6,0.0,0.0,495.94,100.0,77.02,27,91.8,18.0,15.0,95
4231,20230529,5,6844,428,2022/23,Opotiki,SunGold,22,MainPack,1167,1134,33,2.872,17.42,0.291,True,4201.2,313.49,4514.69,421.9,6.78,89.02,19,91.8,18.0,15.0,95
4232,20230313,5,6849,429,2022/23,Opotiki,OrganicGreen,11,KiwiStart,1322,1269,53,4.071,16.39,0.198,True,4362.6,238.7,4601.3,472.13,16.13,88.63,24,91.8,28.0,15.0,95
4233,20230320,5,6850,429,2022/23,Opotiki,OrganicGreen,12,KiwiStart,1725,1673,52,3.06,16.88,0.307,True,5692.5,487.93,6180.43,622.43,13.67,88.63,21,91.8,28.0,15.0,95
4234,20230327,5,6851,429,2022/23,Opotiki,OrganicGreen,13,KiwiStart,2043,1962,81,4.0,17.34,0.409,True,6741.9,762.34,7504.24,729.95,11.49,88.63,20,91.8,28.0,15.0,95
4235,20230403,5,6852,429,2022/23,Opotiki,OrganicGreen,14,MainPack,1433,1392,41,2.904,16.28,0.173,True,4728.9,228.78,4957.68,517.89,16.63,88.46,25,91.8,32.0,15.0,95
4236,20230410,5,6853,429,2022/23,Opotiki,OrganicGreen,15,MainPack,1623,1566,57,3.555,17.61,0.469,True,5355.9,697.73,6053.63,582.62,10.12,88.46,20,91.8,32.0,15.0,95
4237,20230417,5,6854,429,2022/23,Opotiki,OrganicGreen,16,MainPack,1954,1889,65,3.365,17.45,0.433,True,6448.2,777.04,7225.24,702.79,10.9,88.46,21,91.8,32.0,15.0,95
4238,20230424,5,6855,429,2022/23,Opotiki,OrganicGreen,17,MainPack,1799,1740,59,3.302,15.64,0.031,True,5936.7,51.24,5987.94,647.36,19.8,88.87,34,91.8,22.0,15.0,95
4239,20230501,5,6856,429,2022/23,Opotiki,OrganicGreen,18,MainPack,1601,1543,58,3.681,16.89,0.309,True,5283.3,452.95,5736.25,574.07,13.66,88.87,21,91.8,22.0,15.0,95
4240,20230508,5,6857,429,2022/23,Opotiki,OrganicGreen,19,MainPack,1781,1725,56,3.177,15.99,0.109,True,5877.3,178.62,6055.92,641.78,18.07,88.87,28,91.8,22.0,15.0,95
