fruit_key,kpin,season,subzone,variety,growing_method,pack_week,reading_date,dm_pct,mts_threshold,mts_status,tzg_score,tzg_grade,pest_indicator,maturity_area,sample_size
2643,100165,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.74,16.1,PASS,0.141,D,0,100165_13,90
2644,100165,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,15.82,16.1,FAIL,0.0,F,0,100165_14,90
2645,100165,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.2,16.1,PASS,0.022,D,0,100165_15,90
2646,100165,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.18,16.1,PASS,0.238,C,0,100165_16,90
2647,100165,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,17.23,16.1,PASS,0.249,C,0,100165_17,90
2648,100165,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.54,16.1,PASS,0.097,D,0,100165_18,90
2649,100165,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.8,16.1,PASS,0.154,D,0,100165_19,90
2650,100165,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,15.87,16.1,FAIL,0.0,F,0,100165_20,90
2651,100165,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.82,16.1,PASS,0.159,D,0,100165_21,90
2652,100165,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.05,16.1,FAIL,0.0,F,0,100165_22,90
2653,100165,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.21,16.1,PASS,0.024,D,0,100165_23,90
2654,100165,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,15.56,16.1,FAIL,0.0,F,0,100165_24,90
2655,100165,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.17,16.1,PASS,0.015,D,0,100165_25,90
2656,100165,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,16.37,16.1,PASS,0.06,D,0,100165_26,90
2657,100166,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.71,16.1,PASS,0.135,D,0,100166_11,90
2658,100166,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,17.33,16.1,PASS,0.271,C,0,100166_12,90
2659,100166,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.29,16.1,PASS,0.042,D,0,100166_13,90
2660,100166,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,15.86,16.1,FAIL,0.0,F,0,100166_14,90
2661,100166,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,17.17,16.1,PASS,0.236,C,0,100166_15,90
2662,100166,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.0,16.1,PASS,0.198,D,0,100166_16,90
2663,100166,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.67,16.1,PASS,0.126,D,0,100166_17,90
2664,100166,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,17.23,16.1,PASS,0.249,C,0,100166_18,90
2665,100166,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,17.49,16.1,PASS,0.307,C,0,100166_19,90
2666,100166,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.1,16.1,PASS,0.0,D,0,100166_20,90
2667,100166,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.55,16.1,PASS,0.099,D,0,100166_21,90
2668,100166,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.54,16.1,PASS,0.097,D,0,100166_22,90
2669,100166,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.84,16.1,PASS,0.163,D,0,100166_23,90
2670,100166,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.87,16.1,PASS,0.17,D,0,100166_24,90
2671,100166,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.02,16.1,FAIL,0.0,F,0,100166_25,90
2672,100166,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.45,16.1,FAIL,0.0,F,0,100166_26,90
2673,100167,2022/23,Te Puke,Green,conventional,11,2023-03-13,17.09,15.5,PASS,0.353,C,0,100167_11,90
2674,100167,2022/23,Te Puke,Green,conventional,12,2023-03-20,17.65,15.5,PASS,0.478,B,0,100167_12,90
2675,100167,2022/23,Te Puke,Green,conventional,13,2023-03-27,16.91,15.5,PASS,0.313,C,0,100167_13,90
2676,100167,2022/23,Te Puke,Green,conventional,14,2023-04-03,16.6,15.5,PASS,0.244,C,0,100167_14,90
2677,100167,2022/23,Te Puke,Green,conventional,15,2023-04-10,17.27,15.5,PASS,0.393,C,0,100167_15,90
2678,100167,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.68,15.5,PASS,0.262,C,0,100167_16,90
2679,100167,2022/23,Te Puke,Green,conventional,17,2023-04-24,16.84,15.5,PASS,0.298,C,0,100167_17,90
2680,100167,2022/23,Te Puke,Green,conventional,18,2023-05-01,17.05,15.5,PASS,0.344,C,0,100167_18,90
2681,100167,2022/23,Te Puke,Green,conventional,19,2023-05-08,18.14,15.5,PASS,0.587,B,0,100167_19,90
2682,100167,2022/23,Te Puke,Green,conventional,20,2023-05-15,15.99,15.5,PASS,0.109,D,0,100167_20,90
2683,100167,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.85,15.5,PASS,0.3,C,0,100167_21,90
2684,100167,2022/23,Te Puke,Green,conventional,22,2023-05-29,15.89,15.5,PASS,0.087,D,0,100167_22,90
2685,100167,2022/23,Te Puke,Green,conventional,23,2023-06-05,16.7,15.5,PASS,0.267,C,0,100167_23,90
2686,100167,2022/23,Te Puke,Green,conventional,24,2023-06-12,17.08,15.5,PASS,0.351,C,0,100167_24,90
2687,100167,2022/23,Te Puke,Green,conventional,25,2023-06-19,15.4,15.5,FAIL,0.0,F,0,100167_25,90
2688,100167,2022/23,Te Puke,Green,conventional,26,2023-06-26,16.11,15.5,PASS,0.136,D,0,100167_26,90
2689,100168,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.96,16.1,PASS,0.19,D,0,100168_11,90
2690,100168,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,16.58,16.1,PASS,0.106,D,0,100168_12,90
2691,100168,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,17.01,16.1,PASS,0.201,C,0,100168_13,90
2692,100168,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,17.72,16.1,PASS,0.357,C,0,100168_14,90
2693,100168,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.44,16.1,PASS,0.075,D,0,100168_15,90
2694,100168,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.25,16.1,PASS,0.254,C,0,100168_16,90
2695,100168,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.74,16.1,PASS,0.141,D,0,100168_17,90
2696,100168,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,15.93,16.1,FAIL,0.0,F,0,100168_18,90
2697,100168,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.77,16.1,PASS,0.148,D,0,100168_19,90
2698,100168,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,15.46,16.1,FAIL,0.0,F,0,100168_20,90
2699,100168,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.73,16.1,PASS,0.139,D,0,100168_21,90
2700,100168,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.31,16.1,PASS,0.046,D,0,100168_22,90
2701,100168,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.17,16.1,PASS,0.015,D,0,100168_23,90
2702,100168,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,15.54,16.1,FAIL,0.0,F,0,100168_24,90
2703,100168,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.86,16.1,PASS,0.168,D,0,100168_25,90
2704,100168,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,16.74,16.1,PASS,0.141,D,0,100168_26,90
2705,100169,2022/23,Te Puke,Green,conventional,11,2023-03-13,15.57,15.5,PASS,0.016,D,0,100169_11,90
2706,100169,2022/23,Te Puke,Green,conventional,12,2023-03-20,16.43,15.5,PASS,0.207,C,0,100169_12,90
2707,100169,2022/23,Te Puke,Green,conventional,13,2023-03-27,16.23,15.5,PASS,0.162,D,0,100169_13,90
2708,100169,2022/23,Te Puke,Green,conventional,14,2023-04-03,16.63,15.5,PASS,0.251,C,0,100169_14,90
2709,100169,2022/23,Te Puke,Green,conventional,15,2023-04-10,17.52,15.5,PASS,0.449,B,0,100169_15,90
2710,100169,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.51,15.5,PASS,0.224,C,0,100169_16,90
2711,100169,2022/23,Te Puke,Green,conventional,17,2023-04-24,16.23,15.5,PASS,0.162,D,0,100169_17,90
2712,100169,2022/23,Te Puke,Green,conventional,18,2023-05-01,16.83,15.5,PASS,0.296,C,0,100169_18,90
2713,100169,2022/23,Te Puke,Green,conventional,19,2023-05-08,16.16,15.5,PASS,0.147,D,0,100169_19,90
2714,100169,2022/23,Te Puke,Green,conventional,20,2023-05-15,16.3,15.5,PASS,0.178,D,0,100169_20,90
2715,100169,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.4,15.5,PASS,0.2,C,0,100169_21,90
2716,100169,2022/23,Te Puke,Green,conventional,22,2023-05-29,16.54,15.5,PASS,0.231,C,0,100169_22,90
2717,100169,2022/23,Te Puke,Green,conventional,23,2023-06-05,15.89,15.5,PASS,0.087,D,0,100169_23,90
2718,100169,2022/23,Te Puke,Green,conventional,24,2023-06-12,15.38,15.5,FAIL,0.0,F,0,100169_24,90
2719,100169,2022/23,Te Puke,Green,conventional,25,2023-06-19,15.47,15.5,FAIL,0.0,F,0,100169_25,90
2720,100169,2022/23,Te Puke,Green,conventional,26,2023-06-26,15.91,15.5,PASS,0.091,D,0,100169_26,90
2721,100170,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,17.28,16.1,PASS,0.26,C,0,100170_11,90
2722,100170,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,16.12,16.1,PASS,0.004,D,0,100170_12,90
2723,100170,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.77,16.1,PASS,0.148,D,0,100170_13,90
2724,100170,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,16.84,16.1,PASS,0.163,D,0,100170_14,90
2725,100170,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.56,16.1,PASS,0.101,D,0,100170_15,90
2726,100170,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,16.11,16.1,PASS,0.002,D,0,100170_16,90
2727,100170,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.0,16.1,FAIL,0.0,F,0,100170_17,90
2728,100170,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,17.26,16.1,PASS,0.256,C,0,100170_18,90
2729,100170,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.55,16.1,PASS,0.099,D,0,100170_19,90
2730,100170,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.93,16.1,PASS,0.183,D,0,100170_20,90
2731,100170,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,15.74,16.1,FAIL,0.0,F,0,100170_21,90
2732,100170,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.22,16.1,PASS,0.026,D,0,100170_22,90
2733,100170,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.12,16.1,PASS,0.004,D,0,100170_23,90
2734,100170,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.28,16.1,PASS,0.04,D,0,100170_24,90
2735,100170,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.58,16.1,PASS,0.106,D,0,100170_25,90
2736,100170,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.24,16.1,FAIL,0.0,F,0,100170_26,90
2737,100171,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.87,16.1,PASS,0.17,D,0,100171_11,90
2738,100171,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,17.01,16.1,PASS,0.201,C,0,100171_12,90
2739,100171,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.47,16.1,PASS,0.082,D,0,100171_13,90
2740,100171,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,15.96,16.1,FAIL,0.0,F,0,100171_14,90
2741,100171,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.33,16.1,PASS,0.051,D,0,100171_15,90
2742,100171,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,16.6,16.1,PASS,0.11,D,0,100171_16,90
2743,100171,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.42,16.1,PASS,0.071,D,0,100171_17,90
2744,100171,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.31,16.1,PASS,0.046,D,0,100171_18,90
2745,100171,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.7,16.1,PASS,0.132,D,0,100171_19,90
2746,100171,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.15,16.1,PASS,0.011,D,0,100171_20,90
2747,100171,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,15.32,16.1,FAIL,0.0,F,0,100171_21,90
2748,100171,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.55,16.1,PASS,0.099,D,0,100171_22,90
2749,100171,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,15.28,16.1,FAIL,0.0,F,0,100171_23,90
2750,100171,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,15.15,16.1,FAIL,0.0,F,0,100171_24,90
2751,100171,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,15.25,16.1,FAIL,0.0,F,0,100171_25,90
2752,100171,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.57,16.1,FAIL,0.0,F,0,100171_26,90
2753,100172,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.44,16.1,PASS,0.075,D,1,100172_11,90
2754,100172,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,15.93,16.1,FAIL,0.0,F,1,100172_12,90
2755,100172,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.16,16.1,PASS,0.013,D,1,100172_13,90
2756,100172,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,16.14,16.1,PASS,0.009,D,1,100172_14,90
2757,100172,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.01,16.1,FAIL,0.0,F,1,100172_15,90
2758,100172,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,15.72,16.1,FAIL,0.0,F,1,100172_16,90
2759,100172,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.71,16.1,PASS,0.135,D,1,100172_17,90
2760,100172,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,15.63,16.1,FAIL,0.0,F,1,100172_18,90
2761,100172,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.08,16.1,FAIL,0.0,F,1,100172_19,90
2762,100172,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,15.06,16.1,FAIL,0.0,F,1,100172_20,90
2763,100172,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.07,16.1,FAIL,0.0,F,1,100172_21,90
2764,100172,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,15.35,16.1,FAIL,0.0,F,1,100172_22,90
2765,100172,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,15.22,16.1,FAIL,0.0,F,1,100172_23,90
2766,100172,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.46,16.1,PASS,0.079,D,1,100172_24,90
2767,100172,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,14.91,16.1,FAIL,0.0,F,1,100172_25,90
2768,100172,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.39,16.1,FAIL,0.0,F,1,100172_26,90
2769,100173,2022/23,Te Puke,Green,conventional,11,2023-03-13,17.37,15.5,PASS,0.416,B,0,100173_11,90
2770,100173,2022/23,Te Puke,Green,conventional,12,2023-03-20,17.37,15.5,PASS,0.416,B,0,100173_12,90
2771,100173,2022/23,Te Puke,Green,conventional,13,2023-03-27,17.0,15.5,PASS,0.333,C,0,100173_13,90
2772,100173,2022/23,Te Puke,Green,conventional,14,2023-04-03,17.42,15.5,PASS,0.427,B,0,100173_14,90
2773,100173,2022/23,Te Puke,Green,conventional,15,2023-04-10,17.22,15.5,PASS,0.382,C,0,100173_15,90
2774,100173,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.5,15.5,PASS,0.222,C,0,100173_16,90
2775,100173,2022/23,Te Puke,Green,conventional,17,2023-04-24,16.44,15.5,PASS,0.209,C,0,100173_17,90
2776,100173,2022/23,Te Puke,Green,conventional,18,2023-05-01,16.46,15.5,PASS,0.213,C,0,100173_18,90
2777,100173,2022/23,Te Puke,Green,conventional,19,2023-05-08,16.7,15.5,PASS,0.267,C,0,100173_19,90
2778,100173,2022/23,Te Puke,Green,conventional,20,2023-05-15,16.93,15.5,PASS,0.318,C,0,100173_20,90
2779,100173,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.15,15.5,PASS,0.144,D,0,100173_21,90
2780,100173,2022/23,Te Puke,Green,conventional,22,2023-05-29,16.62,15.5,PASS,0.249,C,0,100173_22,90
2781,100173,2022/23,Te Puke,Green,conventional,23,2023-06-05,16.54,15.5,PASS,0.231,C,0,100173_23,90
2782,100173,2022/23,Te Puke,Green,conventional,24,2023-06-12,15.65,15.5,PASS,0.033,D,0,100173_24,90
2783,100173,2022/23,Te Puke,Green,conventional,25,2023-06-19,16.49,15.5,PASS,0.22,C,0,100173_25,90
2784,100173,2022/23,Te Puke,Green,conventional,26,2023-06-26,16.11,15.5,PASS,0.136,D,0,100173_26,90
2785,100174,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,17.02,16.1,PASS,0.203,C,0,100174_11,90
2786,100174,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,18.2,16.1,PASS,0.463,B,0,100174_12,90
2787,100174,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.93,16.1,PASS,0.183,D,0,100174_13,90
2788,100174,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,16.86,16.1,PASS,0.168,D,0,100174_14,90
2789,100174,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,17.28,16.1,PASS,0.26,C,0,100174_15,90
2790,100174,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.14,16.1,PASS,0.229,C,0,100174_16,90
2791,100174,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,15.9,16.1,FAIL,0.0,F,0,100174_17,90
2792,100174,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.64,16.1,PASS,0.119,D,0,100174_18,90
2793,100174,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,17.21,16.1,PASS,0.245,C,0,100174_19,90
2794,100174,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,17.32,16.1,PASS,0.269,C,0,100174_20,90
2795,100174,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.19,16.1,PASS,0.02,D,0,100174_21,90
2796,100174,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.19,16.1,PASS,0.02,D,0,100174_22,90
2797,100174,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,15.64,16.1,FAIL,0.0,F,0,100174_23,90
2798,100174,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.46,16.1,PASS,0.079,D,0,100174_24,90
2799,100174,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.68,16.1,PASS,0.128,D,0,100174_25,90
2800,100174,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.76,16.1,FAIL,0.0,F,0,100174_26,90
2801,100175,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.26,16.1,PASS,0.035,D,0,100175_11,90
2802,100175,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,16.68,16.1,PASS,0.128,D,0,100175_12,90
2803,100175,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,17.1,16.1,PASS,0.221,C,0,100175_13,90
2804,100175,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,17.07,16.1,PASS,0.214,C,0,100175_14,90
2805,100175,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,17.71,16.1,PASS,0.355,C,0,100175_15,90
2806,100175,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,16.32,16.1,PASS,0.049,D,0,100175_16,90
2807,100175,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.96,16.1,PASS,0.19,D,0,100175_17,90
2808,100175,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,17.37,16.1,PASS,0.28,C,0,100175_18,90
2809,100175,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.9,16.1,PASS,0.176,D,0,100175_19,90
2810,100175,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.3,16.1,PASS,0.044,D,0,100175_20,90
2811,100175,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.94,16.1,PASS,0.185,D,0,100175_21,90
2812,100175,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,17.23,16.1,PASS,0.249,C,0,100175_22,90
2813,100175,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.38,16.1,PASS,0.062,D,0,100175_23,90
2814,100175,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.46,16.1,PASS,0.079,D,0,100175_24,90
2815,100175,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,15.62,16.1,FAIL,0.0,F,0,100175_25,90
2816,100175,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,16.41,16.1,PASS,0.068,D,0,100175_26,90
2817,100176,2022/23,Te Puke,Green,conventional,11,2023-03-13,16.25,15.5,PASS,0.167,D,0,100176_11,90
2818,100176,2022/23,Te Puke,Green,conventional,12,2023-03-20,16.99,15.5,PASS,0.331,C,0,100176_12,90
2819,100176,2022/23,Te Puke,Green,conventional,13,2023-03-27,16.28,15.5,PASS,0.173,D,0,100176_13,90
2820,100176,2022/23,Te Puke,Green,conventional,14,2023-04-03,15.75,15.5,PASS,0.056,D,0,100176_14,90
2821,100176,2022/23,Te Puke,Green,conventional,15,2023-04-10,16.22,15.5,PASS,0.16,D,0,100176_15,90
2822,100176,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.07,15.5,PASS,0.127,D,0,100176_16,90
2823,100176,2022/23,Te Puke,Green,conventional,17,2023-04-24,17.25,15.5,PASS,0.389,C,0,100176_17,90
2824,100176,2022/23,Te Puke,Green,conventional,18,2023-05-01,16.88,15.5,PASS,0.307,C,0,100176_18,90
2825,100176,2022/23,Te Puke,Green,conventional,19,2023-05-08,16.63,15.5,PASS,0.251,C,0,100176_19,90
2826,100176,2022/23,Te Puke,Green,conventional,20,2023-05-15,15.63,15.5,PASS,0.029,D,0,100176_20,90
2827,100176,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.19,15.5,PASS,0.153,D,0,100176_21,90
2828,100176,2022/23,Te Puke,Green,conventional,22,2023-05-29,15.83,15.5,PASS,0.073,D,0,100176_22,90
2829,100176,2022/23,Te Puke,Green,conventional,23,2023-06-05,15.19,15.5,FAIL,0.0,F,0,100176_23,90
2830,100176,2022/23,Te Puke,Green,conventional,24,2023-06-12,15.54,15.5,PASS,0.009,D,0,100176_24,90
2831,100176,2022/23,Te Puke,Green,conventional,25,2023-06-19,15.45,15.5,FAIL,0.0,F,0,100176_25,90
2832,100176,2022/23,Te Puke,Green,conventional,26,2023-06-26,15.72,15.5,PASS,0.049,D,0,100176_26,90
2833,100177,2022/23,Te Puke,Green,conventional,11,2023-03-13,15.71,15.5,PASS,0.047,D,0,100177_11,90
2834,100177,2022/23,Te Puke,Green,conventional,12,2023-03-20,16.77,15.5,PASS,0.282,C,0,100177_12,90
2835,100177,2022/23,Te Puke,Green,conventional,13,2023-03-27,16.26,15.5,PASS,0.169,D,0,100177_13,90
2836,100177,2022/23,Te Puke,Green,conventional,14,2023-04-03,16.3,15.5,PASS,0.178,D,0,100177_14,90
2837,100177,2022/23,Te Puke,Green,conventional,15,2023-04-10,16.16,15.5,PASS,0.147,D,0,100177_15,90
2838,100177,2022/23,Te Puke,Green,conventional,16,2023-04-17,17.36,15.5,PASS,0.413,B,0,100177_16,90
2839,100177,2022/23,Te Puke,Green,conventional,17,2023-04-24,16.98,15.5,PASS,0.329,C,0,100177_17,90
2840,100177,2022/23,Te Puke,Green,conventional,18,2023-05-01,16.78,15.5,PASS,0.284,C,0,100177_18,90
2841,100177,2022/23,Te Puke,Green,conventional,19,2023-05-08,17.15,15.5,PASS,0.367,C,0,100177_19,90
2842,100177,2022/23,Te Puke,Green,conventional,20,2023-05-15,16.52,15.5,PASS,0.227,C,0,100177_20,90
2843,100177,2022/23,Te Puke,Green,conventional,21,2023-05-22,15.58,15.5,PASS,0.018,D,0,100177_21,90
2844,100177,2022/23,Te Puke,Green,conventional,22,2023-05-29,16.04,15.5,PASS,0.12,D,0,100177_22,90
2845,100177,2022/23,Te Puke,Green,conventional,23,2023-06-05,16.11,15.5,PASS,0.136,D,0,100177_23,90
2846,100177,2022/23,Te Puke,Green,conventional,24,2023-06-12,16.31,15.5,PASS,0.18,D,0,100177_24,90
2847,100177,2022/23,Te Puke,Green,conventional,25,2023-06-19,15.34,15.5,FAIL,0.0,F,0,100177_25,90
2848,100177,2022/23,Te Puke,Green,conventional,26,2023-06-26,16.12,15.5,PASS,0.138,D,0,100177_26,90
2849,100178,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.89,16.1,PASS,0.174,D,0,100178_11,90
2850,100178,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,16.91,16.1,PASS,0.179,D,0,100178_12,90
2851,100178,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.89,16.1,PASS,0.174,D,0,100178_13,90
2852,100178,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,16.71,16.1,PASS,0.135,D,0,100178_14,90
2853,100178,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,17.47,16.1,PASS,0.302,C,0,100178_15,90
2854,100178,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.58,16.1,PASS,0.326,C,0,100178_16,90
2855,100178,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.94,16.1,PASS,0.185,D,0,100178_17,90
2856,100178,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.7,16.1,PASS,0.132,D,0,100178_18,90
2857,100178,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.98,16.1,PASS,0.194,D,0,100178_19,90
2858,100178,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.26,16.1,PASS,0.035,D,0,100178_20,90
2859,100178,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.63,16.1,PASS,0.117,D,0,100178_21,90
2860,100178,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.96,16.1,PASS,0.19,D,0,100178_22,90
2861,100178,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,15.54,16.1,FAIL,0.0,F,0,100178_23,90
2862,100178,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.72,16.1,PASS,0.137,D,0,100178_24,90
2863,100178,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.05,16.1,FAIL,0.0,F,0,100178_25,90
2864,100178,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.46,16.1,FAIL,0.0,F,0,100178_26,90
2865,100179,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.93,16.1,PASS,0.183,D,0,100179_11,90
2866,100179,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,17.62,16.1,PASS,0.335,C,0,100179_12,90
2867,100179,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,17.72,16.1,PASS,0.357,C,0,100179_13,90
2868,100179,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,17.79,16.1,PASS,0.373,C,0,100179_14,90
