season,kpin,subzone,variety,pack_week,event_date,trays_lost,loss_pct,primary_cause,ccp_triggered,market_block_risk,dm_at_event,mts_pass,financial_impact_nzd
2023/24,100109,Te Puke,SunGold,16,2024-04-15,64,3.939,MECHANICAL,False,False,17.52,True,204.8
2023/24,100109,Te Puke,SunGold,17,2024-04-22,55,3.278,MECHANICAL,False,False,17.67,True,176.0
2023/24,100109,Te Puke,SunGold,18,2024-04-29,46,3.467,MECHANICAL,False,False,17.22,True,147.2
2023/24,100109,Te Puke,SunGold,19,2024-05-06,49,2.746,OTHER,False,False,16.16,True,156.8
2023/24,100109,Te Puke,SunGold,20,2024-05-13,64,3.527,MECHANICAL,False,False,17.56,True,204.8
2023/24,100109,Te Puke,SunGold,21,2024-05-20,45,2.814,MECHANICAL,False,False,16.76,True,144.0
2023/24,100109,Te Puke,SunGold,22,2024-05-27,39,2.639,PEST_CCP2,True,False,17.44,True,124.8
2023/24,100110,Te Puke,Green,11,2024-03-11,23,3.476,MECHANICAL,False,False,17.23,True,73.6
2023/24,100110,Te Puke,Green,12,2024-03-18,19,3.261,PEST_CCP2,True,False,17.35,True,60.8
2023/24,100110,Te Puke,Green,13,2024-03-25,21,3.262,PEST_CCP2,True,False,17.45,True,67.2
2023/24,100110,Te Puke,Green,14,2024-04-01,22,3.941,MECHANICAL,False,False,17.33,True,70.4
2023/24,100110,Te Puke,Green,15,2024-04-08,20,4.479,WEATHER,False,False,17.46,True,64.0
2023/24,100110,Te Puke,Green,16,2024-04-15,13,2.902,MECHANICAL,False,False,17.35,True,41.6
2023/24,100110,Te Puke,Green,17,2024-04-22,21,2.989,MECHANICAL,False,False,17.28,True,67.2
2023/24,100110,Te Puke,Green,18,2024-04-29,18,3.172,MECHANICAL,False,False,17.42,True,57.6
2023/24,100110,Te Puke,Green,19,2024-05-06,16,2.911,LOADOUT_CCP6,True,False,17.78,True,51.2
2023/24,100110,Te Puke,Green,20,2024-05-13,26,4.012,MECHANICAL,False,False,16.57,True,83.2
2023/24,100111,Te Puke,Green,11,2024-03-11,11,2.662,WEATHER,False,False,16.08,True,35.2
2023/24,100111,Te Puke,Green,12,2024-03-18,20,3.447,PEST_CCP2,True,False,16.73,True,64.0
2023/24,100111,Te Puke,Green,13,2024-03-25,15,3.272,WEATHER,False,False,17.46,True,48.0
2023/24,100111,Te Puke,Green,14,2024-04-01,11,3.206,MECHANICAL,False,False,16.56,True,35.2
2023/24,100111,Te Puke,Green,15,2024-04-08,15,3.371,MECHANICAL,False,False,17.65,True,48.0
2023/24,100111,Te Puke,Green,16,2024-04-15,20,3.496,MECHANICAL,False,False,16.99,True,64.0
2023/24,100111,Te Puke,Green,17,2024-04-22,16,3.324,PEST_CCP2,True,False,17.09,True,51.2
2023/24,100111,Te Puke,Green,18,2024-04-29,12,3.217,PEST_CCP3,True,True,17.25,True,38.4
2023/24,100111,Te Puke,Green,19,2024-05-06,22,4.275,WEATHER,False,False,16.91,True,70.4
2023/24,100111,Te Puke,Green,20,2024-05-13,16,3.254,MECHANICAL,False,False,16.46,True,51.2
2023/24,100112,Te Puke,SunGold,13,2024-03-25,69,3.201,WEATHER,False,False,17.59,True,220.8
2023/24,100112,Te Puke,SunGold,14,2024-04-01,58,3.267,WEATHER,False,False,16.87,True,185.6
2023/24,100112,Te Puke,SunGold,15,2024-04-08,52,3.217,MECHANICAL,False,False,16.94,True,166.4
2023/24,100112,Te Puke,SunGold,16,2024-04-15,88,4.438,PEST_CCP2,True,False,17.75,True,281.6
2023/24,100112,Te Puke,SunGold,17,2024-04-22,65,3.182,PEST_CCP2,True,False,17.52,True,208.0
2023/24,100112,Te Puke,SunGold,18,2024-04-29,72,3.864,PEST_CCP2,True,False,16.87,True,230.4
2023/24,100112,Te Puke,SunGold,19,2024-05-06,70,4.258,MECHANICAL,False,False,16.55,True,224.0
2023/24,100112,Te Puke,SunGold,20,2024-05-13,66,4.355,PEST_CCP3,True,True,16.69,True,211.2
2023/24,100112,Te Puke,SunGold,21,2024-05-20,49,2.948,WEATHER,False,False,17.05,True,156.8
2023/24,100112,Te Puke,SunGold,22,2024-05-27,76,3.287,MTS_BREACH,False,False,16.01,False,8413.2
2023/24,100113,Te Puke,OrganicSunGold,14,2024-04-01,18,3.643,MECHANICAL,False,False,16.75,True,57.6
2023/24,100113,Te Puke,OrganicSunGold,15,2024-04-08,15,4.744,MECHANICAL,False,False,17.03,True,48.0
2023/24,100113,Te Puke,OrganicSunGold,16,2024-04-15,14,3.191,MECHANICAL,False,False,17.24,True,44.8
2023/24,100113,Te Puke,OrganicSunGold,17,2024-04-22,13,3.531,MECHANICAL,False,False,17.07,True,41.6
2023/24,100113,Te Puke,OrganicSunGold,18,2024-04-29,13,3.599,PEST_CCP3,True,True,17.72,True,41.6
2023/24,100113,Te Puke,OrganicSunGold,19,2024-05-06,20,4.075,MECHANICAL,False,False,17.08,True,64.0
2023/24,100113,Te Puke,OrganicSunGold,20,2024-05-13,16,3.142,WEATHER,False,False,16.65,True,51.2
2023/24,100113,Te Puke,OrganicSunGold,21,2024-05-20,18,3.862,WEATHER,False,False,16.76,True,57.6
2023/24,100114,Te Puke,Green,11,2024-03-11,36,3.178,COOLSTORE_CCP5,True,False,18.14,True,115.2
2023/24,100114,Te Puke,Green,12,2024-03-18,57,3.339,MECHANICAL,False,False,17.13,True,182.4
2023/24,100114,Te Puke,Green,13,2024-03-25,43,3.399,MECHANICAL,False,False,17.58,True,137.6
2023/24,100114,Te Puke,Green,14,2024-04-01,67,3.72,PEST_CCP2,True,False,17.31,True,214.4
2023/24,100114,Te Puke,Green,15,2024-04-08,55,4.363,WEATHER,False,False,18.04,True,176.0
2023/24,100114,Te Puke,Green,16,2024-04-15,36,3.243,PEST_CCP2,True,False,17.64,True,115.2
2023/24,100114,Te Puke,Green,17,2024-04-22,43,2.413,WEATHER,False,False,17.57,True,137.6
2023/24,100114,Te Puke,Green,18,2024-04-29,46,3.409,PEST_CCP2,True,False,17.84,True,147.2
2023/24,100114,Te Puke,Green,19,2024-05-06,39,3.495,MECHANICAL,False,False,16.83,True,124.8
2023/24,100114,Te Puke,Green,20,2024-05-13,40,3.345,MECHANICAL,False,False,17.01,True,128.0
2023/24,100115,Te Puke,Green,11,2024-03-11,69,3.368,MECHANICAL,False,False,16.62,True,220.8
2023/24,100115,Te Puke,Green,12,2024-03-18,58,2.752,PEST_CCP2,True,False,16.59,True,185.6
2023/24,100115,Te Puke,Green,13,2024-03-25,87,3.261,COOLSTORE_CCP5,True,False,16.43,True,278.4
2023/24,100115,Te Puke,Green,14,2024-04-01,61,2.51,MECHANICAL,False,False,16.89,True,195.2
2023/24,100115,Te Puke,Green,15,2024-04-08,73,2.856,COOLSTORE_CCP5,True,False,17.3,True,233.6
2023/24,100115,Te Puke,Green,16,2024-04-15,52,2.449,PEST_CCP2,True,False,16.56,True,166.4
2023/24,100115,Te Puke,Green,17,2024-04-22,96,3.547,MECHANICAL,False,False,17.09,True,307.2
2023/24,100115,Te Puke,Green,18,2024-04-29,80,4.521,PEST_CCP3,True,True,17.17,True,256.0
2023/24,100115,Te Puke,Green,19,2024-05-06,68,3.295,MECHANICAL,False,False,16.4,True,217.6
2023/24,100115,Te Puke,Green,20,2024-05-13,82,3.625,MECHANICAL,False,False,16.2,True,262.4
2023/24,100116,Te Puke,SunGold,13,2024-03-25,20,3.901,MECHANICAL,False,False,16.98,True,64.0
2023/24,100116,Te Puke,SunGold,14,2024-04-01,15,3.582,COOLSTORE_CCP5,True,False,17.63,True,48.0
2023/24,100116,Te Puke,SunGold,15,2024-04-08,18,3.983,PEST_CCP2,True,False,17.81,True,57.6
2023/24,100116,Te Puke,SunGold,16,2024-04-15,14,3.456,MECHANICAL,False,False,17.51,True,44.8
2023/24,100116,Te Puke,SunGold,17,2024-04-22,10,2.845,COOLSTORE_CCP5,True,False,17.5,True,32.0
2023/24,100116,Te Puke,SunGold,18,2024-04-29,17,3.629,COOLSTORE_CCP5,True,False,17.07,True,54.4
2023/24,100116,Te Puke,SunGold,19,2024-05-06,13,3.305,COOLSTORE_CCP5,True,False,17.12,True,41.6
2023/24,100116,Te Puke,SunGold,20,2024-05-13,11,3.278,WEATHER,False,False,17.16,True,35.2
2023/24,100116,Te Puke,SunGold,21,2024-05-20,17,3.473,PEST_CCP3,True,True,16.78,True,54.4
2023/24,100116,Te Puke,SunGold,22,2024-05-27,21,3.809,COOLSTORE_CCP5,True,False,17.05,True,67.2
2023/24,100117,Te Puke,SunGold,13,2024-03-25,35,2.553,COOLSTORE_CCP5,True,False,17.37,True,112.0
2023/24,100117,Te Puke,SunGold,14,2024-04-01,57,3.185,PEST_CCP3,True,True,17.88,True,182.4
2023/24,100117,Te Puke,SunGold,15,2024-04-08,57,3.26,MECHANICAL,False,False,17.16,True,182.4
2023/24,100117,Te Puke,SunGold,16,2024-04-15,74,4.014,PEST_CCP2,True,False,17.06,True,236.8
2023/24,100117,Te Puke,SunGold,17,2024-04-22,65,3.748,WEATHER,False,False,17.47,True,208.0
2023/24,100117,Te Puke,SunGold,18,2024-04-29,56,3.795,PEST_CCP2,True,False,17.92,True,179.2
2023/24,100117,Te Puke,SunGold,19,2024-05-06,40,2.797,PEST_CCP2,True,False,17.1,True,128.0
2023/24,100117,Te Puke,SunGold,20,2024-05-13,46,3.85,PEST_CCP2,True,False,16.46,True,147.2
2023/24,100117,Te Puke,SunGold,21,2024-05-20,47,3.435,PEST_CCP3,True,True,17.47,True,150.4
2023/24,100117,Te Puke,SunGold,22,2024-05-27,49,3.952,PEST_CCP2,True,False,17.13,True,156.8
2023/24,100118,Te Puke,SunGold,13,2024-03-25,42,3.325,PEST_CCP2,True,False,17.07,True,134.4
2023/24,100118,Te Puke,SunGold,14,2024-04-01,63,3.852,MECHANICAL,False,False,17.11,True,201.6
2023/24,100118,Te Puke,SunGold,15,2024-04-08,47,2.812,WEATHER,False,False,17.57,True,150.4
2023/24,100118,Te Puke,SunGold,16,2024-04-15,60,3.462,PEST_CCP2,True,False,17.22,True,192.0
2023/24,100118,Te Puke,SunGold,17,2024-04-22,42,2.634,MECHANICAL,False,False,17.15,True,134.4
2023/24,100118,Te Puke,SunGold,18,2024-04-29,31,2.684,PEST_CCP2,True,False,16.53,True,99.2
2023/24,100118,Te Puke,SunGold,19,2024-05-06,42,3.632,PEST_CCP2,True,False,16.38,True,134.4
2023/24,100118,Te Puke,SunGold,20,2024-05-13,58,3.303,MECHANICAL,False,False,16.4,True,185.6
2023/24,100118,Te Puke,SunGold,21,2024-05-20,36,3.213,PEST_CCP2,True,False,16.17,True,115.2
2023/24,100118,Te Puke,SunGold,22,2024-05-27,35,2.667,MECHANICAL,False,False,17.33,True,112.0
2023/24,100119,Te Puke,Green,11,2024-03-11,37,2.963,COOLSTORE_CCP5,True,False,17.52,True,118.4
2023/24,100119,Te Puke,Green,12,2024-03-18,27,2.989,WEATHER,False,False,17.94,True,86.4
2023/24,100119,Te Puke,Green,13,2024-03-25,49,3.48,PEST_CCP3,True,True,18.18,True,156.8
2023/24,100119,Te Puke,Green,14,2024-04-01,39,3.265,MECHANICAL,False,False,18.43,True,124.8
2023/24,100119,Te Puke,Green,15,2024-04-08,28,2.292,PEST_CCP2,True,False,17.6,True,89.6
2023/24,100119,Te Puke,Green,16,2024-04-15,40,3.236,MECHANICAL,False,False,17.24,True,128.0
2023/24,100119,Te Puke,Green,17,2024-04-22,33,3.737,PEST_CCP2,True,False,17.48,True,105.6
2023/24,100119,Te Puke,Green,18,2024-04-29,39,2.625,COOLSTORE_CCP5,True,False,17.4,True,124.8
2023/24,100119,Te Puke,Green,19,2024-05-06,42,3.63,MECHANICAL,False,False,17.79,True,134.4
2023/24,100119,Te Puke,Green,20,2024-05-13,23,2.493,WEATHER,False,False,17.24,True,73.6
2023/24,100120,Te Puke,OrganicSunGold,14,2024-04-01,11,3.236,PEST_CCP3,True,True,17.59,True,35.2
2023/24,100120,Te Puke,OrganicSunGold,15,2024-04-08,13,3.687,WEATHER,False,False,17.93,True,41.6
2023/24,100120,Te Puke,OrganicSunGold,16,2024-04-15,15,3.667,MECHANICAL,False,False,16.91,True,48.0
2023/24,100120,Te Puke,OrganicSunGold,17,2024-04-22,13,3.238,COOLSTORE_CCP5,True,False,17.66,True,41.6
2023/24,100120,Te Puke,OrganicSunGold,18,2024-04-29,8,2.701,MECHANICAL,False,False,17.34,True,25.6
2023/24,100120,Te Puke,OrganicSunGold,19,2024-05-06,9,2.626,WEATHER,False,False,17.6,True,28.8
2023/24,100120,Te Puke,OrganicSunGold,20,2024-05-13,16,3.901,MECHANICAL,False,False,16.78,True,51.2
2023/24,100120,Te Puke,OrganicSunGold,21,2024-05-20,17,3.637,MECHANICAL,False,False,16.57,True,54.4
2023/24,100121,Te Puke,SunGold,13,2024-03-25,60,3.991,WEATHER,False,False,17.42,True,192.0
2023/24,100121,Te Puke,SunGold,14,2024-04-01,24,1.76,PEST_CCP3,True,True,17.98,True,76.8
2023/24,100121,Te Puke,SunGold,15,2024-04-08,58,3.133,MECHANICAL,False,False,18.64,True,185.6
2023/24,100121,Te Puke,SunGold,16,2024-04-15,43,2.881,MECHANICAL,False,False,17.93,True,137.6
2023/24,100121,Te Puke,SunGold,17,2024-04-22,52,2.93,MECHANICAL,False,False,17.75,True,166.4
2023/24,100121,Te Puke,SunGold,18,2024-04-29,43,3.51,MECHANICAL,False,False,17.09,True,137.6
2023/24,100121,Te Puke,SunGold,19,2024-05-06,41,3.138,MECHANICAL,False,False,17.31,True,131.2
2023/24,100121,Te Puke,SunGold,20,2024-05-13,59,2.767,PEST_CCP2,True,False,17.48,True,188.8
2023/24,100121,Te Puke,SunGold,21,2024-05-20,65,3.691,COOLSTORE_CCP5,True,False,17.35,True,208.0
2023/24,100121,Te Puke,SunGold,22,2024-05-27,81,3.907,MECHANICAL,False,False,17.05,True,259.2
2023/24,100122,Te Puke,Green,11,2024-03-11,56,3.078,WEATHER,False,False,16.97,True,179.2
2023/24,100122,Te Puke,Green,12,2024-03-18,63,4.197,MECHANICAL,False,False,17.45,True,201.6
2023/24,100122,Te Puke,Green,13,2024-03-25,41,3.067,PEST_CCP2,True,False,16.67,True,131.2
2023/24,100122,Te Puke,Green,14,2024-04-01,57,3.67,COOLSTORE_CCP5,True,False,17.61,True,182.4
2023/24,100122,Te Puke,Green,15,2024-04-08,30,2.626,MECHANICAL,False,False,16.6,True,96.0
2023/24,100122,Te Puke,Green,16,2024-04-15,46,3.369,MECHANICAL,False,False,17.16,True,147.2
2023/24,100122,Te Puke,Green,17,2024-04-22,59,3.636,MECHANICAL,False,False,17.49,True,188.8
2023/24,100122,Te Puke,Green,18,2024-04-29,41,3.049,PEST_CCP3,True,True,16.43,True,131.2
2023/24,100122,Te Puke,Green,19,2024-05-06,57,3.422,PEST_CCP2,True,False,16.76,True,182.4
2023/24,100122,Te Puke,Green,20,2024-05-13,48,3.18,PEST_CCP2,True,False,16.87,True,153.6
2023/24,100123,Te Puke,Green,11,2024-03-11,49,3.038,PEST_CCP3,True,True,17.12,True,156.8
2023/24,100123,Te Puke,Green,12,2024-03-18,55,3.628,MECHANICAL,False,False,16.88,True,176.0
2023/24,100123,Te Puke,Green,13,2024-03-25,64,3.365,MECHANICAL,False,False,16.8,True,204.8
2023/24,100123,Te Puke,Green,14,2024-04-01,71,4.055,PEST_CCP2,True,False,16.1,True,227.2
2023/24,100123,Te Puke,Green,15,2024-04-08,37,2.737,OTHER,False,False,17.08,True,118.4
2023/24,100123,Te Puke,Green,16,2024-04-15,53,3.425,MECHANICAL,False,False,17.39,True,169.6
2023/24,100123,Te Puke,Green,17,2024-04-22,66,3.569,PEST_CCP3,True,True,17.09,True,211.2
2023/24,100123,Te Puke,Green,18,2024-04-29,52,3.143,MECHANICAL,False,False,17.29,True,166.4
2023/24,100123,Te Puke,Green,19,2024-05-06,36,2.507,WEATHER,False,False,16.38,True,115.2
2023/24,100123,Te Puke,Green,20,2024-05-13,65,3.986,MECHANICAL,False,False,16.27,True,208.0
2023/24,100124,Te Puke,SunGold,13,2024-03-25,28,3.277,MECHANICAL,False,False,16.52,True,89.6
2023/24,100124,Te Puke,SunGold,14,2024-04-01,31,2.704,PEST_CCP3,True,True,17.34,True,99.2
2023/24,100124,Te Puke,SunGold,15,2024-04-08,38,3.43,WEATHER,False,False,17.37,True,121.6
2023/24,100124,Te Puke,SunGold,16,2024-04-15,44,4.094,PEST_CCP2,True,False,17.52,True,140.8
2023/24,100124,Te Puke,SunGold,17,2024-04-22,26,3.526,PEST_CCP2,True,False,17.84,True,83.2
2023/24,100124,Te Puke,SunGold,18,2024-04-29,24,3.066,WEATHER,False,False,17.12,True,76.8
2023/24,100124,Te Puke,SunGold,19,2024-05-06,32,3.55,COOLSTORE_CCP5,True,False,17.66,True,102.4
2023/24,100124,Te Puke,SunGold,20,2024-05-13,37,3.16,MECHANICAL,False,False,16.58,True,118.4
2023/24,100124,Te Puke,SunGold,21,2024-05-20,43,3.808,COOLSTORE_CCP5,True,False,16.55,True,137.6
2023/24,100124,Te Puke,SunGold,22,2024-05-27,22,2.979,COOLSTORE_CCP5,True,False,16.79,True,70.4
2023/24,100125,Te Puke,SunGold,13,2024-03-25,76,3.388,COOLSTORE_CCP5,True,False,17.54,True,243.2
2023/24,100125,Te Puke,SunGold,14,2024-04-01,74,3.053,PEST_CCP2,True,False,17.34,True,236.8
2023/24,100125,Te Puke,SunGold,15,2024-04-08,70,3.476,COOLSTORE_CCP5,True,False,17.87,True,224.0
2023/24,100125,Te Puke,SunGold,16,2024-04-15,61,3.521,PEST_CCP2,True,False,17.56,True,195.2
2023/24,100125,Te Puke,SunGold,17,2024-04-22,102,4.393,PEST_CCP3,True,True,17.1,True,326.4
2023/24,100125,Te Puke,SunGold,18,2024-04-29,72,3.282,PEST_CCP2,True,False,17.18,True,230.4
2023/24,100125,Te Puke,SunGold,19,2024-05-06,68,3.025,PEST_CCP3,True,True,16.98,True,217.6
2023/24,100125,Te Puke,SunGold,20,2024-05-13,75,3.226,COOLSTORE_CCP5,True,False,17.6,True,240.0
2023/24,100125,Te Puke,SunGold,21,2024-05-20,60,3.295,PEST_CCP2,True,False,16.56,True,192.0
2023/24,100125,Te Puke,SunGold,22,2024-05-27,63,3.426,WEATHER,False,False,17.13,True,201.6
2023/24,100126,Te Puke,SunGold,13,2024-03-25,76,4.207,WEATHER,False,False,17.75,True,243.2
2023/24,100126,Te Puke,SunGold,14,2024-04-01,83,3.609,WEATHER,False,False,18.43,True,265.6
2023/24,100126,Te Puke,SunGold,15,2024-04-08,39,2.967,MECHANICAL,False,False,17.53,True,124.8
2023/24,100126,Te Puke,SunGold,16,2024-04-15,72,3.071,WEATHER,False,False,17.06,True,230.4
2023/24,100126,Te Puke,SunGold,17,2024-04-22,55,3.278,MECHANICAL,False,False,17.43,True,176.0
2023/24,100126,Te Puke,SunGold,18,2024-04-29,58,3.242,MECHANICAL,False,False,17.77,True,185.6
2023/24,100126,Te Puke,SunGold,19,2024-05-06,42,3.098,PEST_CCP2,True,False,16.55,True,134.4
2023/24,100126,Te Puke,SunGold,20,2024-05-13,67,3.583,WEATHER,False,False,17.45,True,214.4
2023/24,100126,Te Puke,SunGold,21,2024-05-20,52,3.537,PEST_CCP3,True,True,16.92,True,166.4
2023/24,100126,Te Puke,SunGold,22,2024-05-27,55,3.006,MECHANICAL,False,False,17.38,True,176.0
2023/24,100127,Te Puke,OrganicSunGold,14,2024-04-01,43,3.133,MECHANICAL,False,False,17.48,True,137.6
2023/24,100127,Te Puke,OrganicSunGold,15,2024-04-08,52,3.072,WEATHER,False,False,17.27,True,166.4
2023/24,100127,Te Puke,OrganicSunGold,16,2024-04-15,57,2.765,COOLSTORE_CCP5,True,False,17.28,True,182.4
2023/24,100127,Te Puke,OrganicSunGold,17,2024-04-22,62,3.184,MECHANICAL,False,False,17.31,True,198.4
2023/24,100127,Te Puke,OrganicSunGold,18,2024-04-29,47,4.044,MECHANICAL,False,False,17.46,True,150.4
2023/24,100127,Te Puke,OrganicSunGold,19,2024-05-06,43,2.448,PEST_CCP3,True,True,17.04,True,137.6
2023/24,100127,Te Puke,OrganicSunGold,20,2024-05-13,57,4.006,MECHANICAL,False,False,16.52,True,182.4
2023/24,100127,Te Puke,OrganicSunGold,21,2024-05-20,39,2.8,PEST_CCP2,True,False,16.78,True,124.8
2023/24,100128,Te Puke,SunGold,13,2024-03-25,47,2.676,LOADOUT_CCP6,True,False,17.59,True,150.4
2023/24,100128,Te Puke,SunGold,14,2024-04-01,66,2.993,LOADOUT_CCP6,True,False,16.76,True,211.2
2023/24,100128,Te Puke,SunGold,15,2024-04-08,63,3.11,MECHANICAL,False,False,17.02,True,201.6
2023/24,100128,Te Puke,SunGold,16,2024-04-15,48,2.343,MECHANICAL,False,False,16.84,True,153.6
2023/24,100128,Te Puke,SunGold,17,2024-04-22,89,3.403,MECHANICAL,False,False,16.56,True,284.8
2023/24,100128,Te Puke,SunGold,18,2024-04-29,75,3.334,MECHANICAL,False,False,17.24,True,240.0
2023/24,100128,Te Puke,SunGold,19,2024-05-06,68,3.249,PEST_CCP2,True,False,16.99,True,217.6
2023/24,100128,Te Puke,SunGold,20,2024-05-13,96,3.3,MECHANICAL,False,False,16.18,True,307.2
2023/24,100128,Te Puke,SunGold,21,2024-05-20,78,3.488,PEST_CCP2,True,False,16.71,True,249.6
2023/24,100128,Te Puke,SunGold,22,2024-05-27,105,3.61,MECHANICAL,False,False,16.16,True,336.0
2023/24,100129,Te Puke,OrganicGreen,11,2024-03-11,8,2.495,WEATHER,False,False,17.18,True,25.6
2023/24,100129,Te Puke,OrganicGreen,12,2024-03-18,14,3.477,COOLSTORE_CCP5,True,False,16.97,True,44.8
2023/24,100129,Te Puke,OrganicGreen,13,2024-03-25,11,3.272,MECHANICAL,False,False,17.93,True,35.2
2023/24,100129,Te Puke,OrganicGreen,14,2024-04-01,14,3.587,PEST_CCP2,True,False,17.15,True,44.8
2023/24,100129,Te Puke,OrganicGreen,15,2024-04-08,17,3.593,COOLSTORE_CCP5,True,False,17.46,True,54.4
2023/24,100129,Te Puke,OrganicGreen,16,2024-04-15,11,2.75,MECHANICAL,False,False,16.9,True,35.2
2023/24,100129,Te Puke,OrganicGreen,17,2024-04-22,16,3.488,PEST_CCP2,True,False,17.61,True,51.2
2023/24,100129,Te Puke,OrganicGreen,18,2024-04-29,15,3.258,MECHANICAL,False,False,17.08,True,48.0
2023/24,100129,Te Puke,OrganicGreen,19,2024-05-06,8,3.008,MECHANICAL,False,False,16.61,True,25.6
2023/24,100130,Te Puke,Green,11,2024-03-11,15,2.913,PEST_CCP3,True,True,17.45,True,48.0
2023/24,100130,Te Puke,Green,12,2024-03-18,11,3.444,MECHANICAL,False,False,17.17,True,35.2
2023/24,100130,Te Puke,Green,13,2024-03-25,18,3.398,PEST_CCP2,True,False,18.1,True,57.6
2023/24,100130,Te Puke,Green,14,2024-04-01,14,2.816,WEATHER,False,False,17.09,True,44.8
2023/24,100130,Te Puke,Green,15,2024-04-08,10,2.847,MECHANICAL,False,False,17.25,True,32.0
2023/24,100130,Te Puke,Green,16,2024-04-15,9,2.578,PEST_CCP2,True,False,17.55,True,28.8
2023/24,100130,Te Puke,Green,17,2024-04-22,15,3.733,MECHANICAL,False,False,17.18,True,48.0
2023/24,100130,Te Puke,Green,18,2024-04-29,12,2.65,COOLSTORE_CCP5,True,False,16.86,True,38.4
2023/24,100130,Te Puke,Green,19,2024-05-06,13,2.815,COOLSTORE_CCP5,True,False,17.5,True,41.6
2023/24,100130,Te Puke,Green,20,2024-05-13,19,3.62,WEATHER,False,False,16.59,True,60.8
2023/24,100131,Te Puke,Green,11,2024-03-11,6,3.594,MECHANICAL,False,False,17.7,True,19.2
2023/24,100131,Te Puke,Green,12,2024-03-18,7,3.145,COOLSTORE_CCP5,True,False,17.0,True,22.4
2023/24,100131,Te Puke,Green,13,2024-03-25,7,2.795,MECHANICAL,False,False,16.98,True,22.4
2023/24,100131,Te Puke,Green,14,2024-04-01,7,3.784,COOLSTORE_CCP5,True,False,17.98,True,22.4
2023/24,100131,Te Puke,Green,15,2024-04-08,7,3.766,COOLSTORE_CCP5,True,False,17.18,True,22.4
2023/24,100131,Te Puke,Green,16,2024-04-15,8,3.078,LOADOUT_CCP6,True,False,17.5,True,25.6
2023/24,100131,Te Puke,Green,17,2024-04-22,8,3.425,MECHANICAL,False,False,17.15,True,25.6
2023/24,100131,Te Puke,Green,18,2024-04-29,9,4.526,COOLSTORE_CCP5,True,False,16.48,True,28.8
2023/24,100132,Te Puke,Green,11,2024-03-11,19,2.701,WEATHER,False,False,16.7,True,60.8
2023/24,100132,Te Puke,Green,12,2024-03-18,26,4.475,COOLSTORE_CCP5,True,False,17.38,True,83.2
2023/24,100132,Te Puke,Green,13,2024-03-25,27,3.616,WEATHER,False,False,17.1,True,86.4
2023/24,100132,Te Puke,Green,14,2024-04-01,30,4.247,WEATHER,False,False,17.83,True,96.0
2023/24,100132,Te Puke,Green,15,2024-04-08,32,3.857,MECHANICAL,False,False,17.38,True,102.4
2023/24,100132,Te Puke,Green,16,2024-04-15,26,3.042,COOLSTORE_CCP5,True,False,17.87,True,83.2
2023/24,100132,Te Puke,Green,17,2024-04-22,26,4.031,PEST_CCP3,True,True,18.01,True,83.2
2023/24,100132,Te Puke,Green,18,2024-04-29,25,2.985,PEST_CCP2,True,False,16.72,True,80.0
2023/24,100132,Te Puke,Green,19,2024-05-06,22,3.212,MECHANICAL,False,False,17.66,True,70.4
2023/24,100132,Te Puke,Green,20,2024-05-13,32,3.745,MECHANICAL,False,False,16.67,True,102.4
2023/24,100133,Te Puke,SunGold,13,2024-03-25,34,3.24,PEST_CCP2,True,False,17.64,True,108.8
2023/24,100133,Te Puke,SunGold,14,2024-04-01,38,4.437,WEATHER,False,False,16.95,True,121.6
2023/24,100133,Te Puke,SunGold,15,2024-04-08,36,3.923,PEST_CCP2,True,False,17.91,True,115.2
2023/24,100133,Te Puke,SunGold,16,2024-04-15,40,3.712,MECHANICAL,False,False,16.12,True,128.0
2023/24,100133,Te Puke,SunGold,17,2024-04-22,30,3.266,PEST_CCP2,True,False,17.45,True,96.0
2023/24,100133,Te Puke,SunGold,18,2024-04-29,36,3.86,MECHANICAL,False,False,17.47,True,115.2
2023/24,100133,Te Puke,SunGold,19,2024-05-06,33,3.396,MECHANICAL,False,False,16.97,True,105.6
2023/24,100133,Te Puke,SunGold,20,2024-05-13,46,4.537,WEATHER,False,False,16.77,True,147.2
2023/24,100133,Te Puke,SunGold,21,2024-05-20,46,4.466,COOLSTORE_CCP5,True,False,17.11,True,147.2
2023/24,100133,Te Puke,SunGold,22,2024-05-27,19,2.959,COOLSTORE_CCP5,True,False,17.84,True,60.8
2023/24,100134,Te Puke,Green,11,2024-03-11,13,2.715,COOLSTORE_CCP5,True,False,17.05,True,41.6
2023/24,100134,Te Puke,Green,12,2024-03-18,10,3.003,PEST_CCP2,True,False,17.9,True,32.0
2023/24,100134,Te Puke,Green,13,2024-03-25,13,4.087,OTHER,False,False,17.3,True,41.6
2023/24,100134,Te Puke,Green,14,2024-04-01,18,3.664,COOLSTORE_CCP5,True,False,17.02,True,57.6
2023/24,100134,Te Puke,Green,15,2024-04-08,16,3.433,MECHANICAL,False,False,16.85,True,51.2
2023/24,100134,Te Puke,Green,16,2024-04-15,10,3.244,PEST_CCP2,True,False,16.98,True,32.0
2023/24,100134,Te Puke,Green,17,2024-04-22,10,3.369,COOLSTORE_CCP5,True,False,17.6,True,32.0
2023/24,100134,Te Puke,Green,18,2024-04-29,13,3.073,COOLSTORE_CCP5,True,False,16.33,True,41.6
